Текст	Номер предложения в тексте	Слово	Номер слова	Разметчик	Тэги	Ошибка
 - ( - , - ), Ivan_new_tagg _A3 2294	3	с	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	3	добром	6	Annotator2	gov	добром
 - ( - , - ), Ivan_new_tagg _A3 2294	3	характерим	7	Annotator2	orpho	характерим
 - ( - , - ), Ivan_new_tagg _A3 2294	4	И	1			
 - ( - , - ), Ivan_new_tagg _A3 2294	4	наверется	2			
 - ( - , - ), Ivan_new_tagg _A3 2294	4	также	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	4	хобби	4			
 - ( - , - ), Ivan_new_tagg _A3 2294	4	как	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	4	себя	6			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	На	1			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	пример	2			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	мы	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	с	4			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	дрзьями	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	играем	6			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	в	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	хоккей	8			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	две	9	Annotator2	coord	две
 - ( - , - ), Ivan_new_tagg _A3 2294	5	часа	10			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	в	11			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	неделю	12			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	которую	13	Annotator2	not-clear	которую   нам   навераемся   товарищество   и   наша   хобби.
 - ( - , - ), Ivan_new_tagg _A3 2294	5	нам	14			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	навераемся	15			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	товарищество	16			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	и	17			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	наша	18			
 - ( - , - ), Ivan_new_tagg _A3 2294	5	хобби	19			
 - ( - , - ), Ivan_new_tagg _A3 2294	6	Другь	1	Annotator2	orpho	Другь
 - ( - , - ), Ivan_new_tagg _A3 2294	6	человек	2	Annotator2	ref	человек
 - ( - , - ), Ivan_new_tagg _A3 2294	6	которий	3	Annotator2	orpho	которий
 - ( - , - ), Ivan_new_tagg _A3 2294	6	будет	4			
 - ( - , - ), Ivan_new_tagg _A3 2294	6	слушать	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	6	вам	6	Annotator2	ref	вам
 - ( - , - ), Ivan_new_tagg _A3 2294	6	когда	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	6	вам	8	Annotator2	ref	вам
 - ( - , - ), Ivan_new_tagg _A3 2294	6	надо	9			
 - ( - , - ), Ivan_new_tagg _A3 2294	6	ушку	10	Annotator2	lexcalque	ушку
 - ( - , - ), Ivan_new_tagg _A3 2294	7	У	1			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	его	2	Annotator2	gov	его
 - ( - , - ), Ivan_new_tagg _A3 2294	7	чистий	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	характер	4			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	он	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	будет	6	Annotator2	morph	будет   дать   помочь
 - ( - , - ), Ivan_new_tagg _A3 2294	7	дать	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	помочь	8			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	вам	9			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	когда	10			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	вам	11			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	надо	12			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	помочь	13			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	Я	14			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	думаю	15			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	что	16			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	славсьий	17	Annotator2	morph	славсьий
 - ( - , - ), Ivan_new_tagg _A3 2294	7	люди	18			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	как	19	Annotator2	lex	как
 - ( - , - ), Ivan_new_tagg _A3 2294	7	русский	20	Annotator2	lex	русский,   украйнский,   белорусский
 - ( - , - ), Ivan_new_tagg _A3 2294	7	украйнский	21	Annotator2	orpho	украйнский
 - ( - , - ), Ivan_new_tagg _A3 2294	7	белорусский	22			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	и	23			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	долгие	24	Annotator2	orpho	долгие
 - ( - , - ), Ivan_new_tagg _A3 2294	7	хорошие	25			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	друзями	26	Annotator2	gov, orpho/phon	друзями
 - ( - , - ), Ivan_new_tagg _A3 2294	7	Они	27			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	как	28			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	одно	29	Annotator2	gov	одно
 - ( - , - ), Ivan_new_tagg _A3 2294	7	человек	30	Annotator2	non-clear	и   когда   будете   дург   с   ондом,   у   вас   дург   для   всё   временя
 - ( - , - ), Ivan_new_tagg _A3 2294	7	и	31			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	когда	32			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	будете	33			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	дург	34			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	с	35			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	ондом	36			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	у	37			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	вас	38			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	дург	39			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	для	40			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	всё	41			
 - ( - , - ), Ivan_new_tagg _A3 2294	7	временя	42			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	Это	1	Annotator2	ref	Это
 - ( - , - ), Ivan_new_tagg _A3 2294	8	турдно	2			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	находеться	3	Annotator2	morph, asp, tense	находеться
 - ( - , - ), Ivan_new_tagg _A3 2294	8	хорошие	4	Annotator2	coord	хорошие
 - ( - , - ), Ivan_new_tagg _A3 2294	8	дузьями	5	Annotator2	orpho, gov	дузьями
 - ( - , - ), Ivan_new_tagg _A3 2294	8	но	6			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	когда	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	вы	8			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	дурзей	9	Annotator2	constr	дурзей   находетеся   они   лчше   как   рублей
 - ( - , - ), Ivan_new_tagg _A3 2294	8	дурзей	9	Annotator2	orpho	дурзей
 - ( - , - ), Ivan_new_tagg _A3 2294	8	находетеся	10	Annotator2	orpho, lex	находетеся
 - ( - , - ), Ivan_new_tagg _A3 2294	8	они	11			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	лчше	12			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	как	13			
 - ( - , - ), Ivan_new_tagg _A3 2294	8	рублей	14			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	Как	1			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	Пушкин	2	Annotator2	wo	Пушкин   сказал
 - ( - , - ), Ivan_new_tagg _A3 2294	9	сказал	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	У	4	Annotator2	constr	У   вас 100   дурзей,   и   не 100   рублей.
 - ( - , - ), Ivan_new_tagg _A3 2294	9	вас	5			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	дурзей	6	Annotator2	orpho	дурзей
 - ( - , - ), Ivan_new_tagg _A3 2294	9	и	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	не	8			
 - ( - , - ), Ivan_new_tagg _A3 2294	9	рублей	9			
 - ( - , - ), Ivan_new_tagg _A3 2294	10	Я	1			
 - ( - , - ), Ivan_new_tagg _A3 2294	10	веру	2	Annotator2	orpho	веру
 - ( - , - ), Ivan_new_tagg _A3 2294	10	в	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	10	этом	4	Annotator2	coord	этом
 - ( - , - ), Ivan_new_tagg _A3 2294	10	фраза	5	Annotator2	lex	фраза
 - ( - , - ), Ivan_new_tagg _A3 2294	11	Это	1	Annotator2	not-clear	Это   интересно
 - ( - , - ), Ivan_new_tagg _A3 2294	11	интересно	2			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	когда	3			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	Я	4	Annotator2	orphocalque	Я
 - ( - , - ), Ivan_new_tagg _A3 2294	11	визу	5	Annotator2	orpho	визу
 - ( - , - ), Ivan_new_tagg _A3 2294	11	американьский	6	Annotator2	gov, morph	американьский
 - ( - , - ), Ivan_new_tagg _A3 2294	11	людей	7			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	и	8			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	как	9			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	они	10			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	не	11	Annotator2	morph	не   честий
 - ( - , - ), Ivan_new_tagg _A3 2294	11	честий	12			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	с	13			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	друг	14			
 - ( - , - ), Ivan_new_tagg _A3 2294	11	друга	15	Annotator2	gov	друга
 - ( - , - ), Darya_old_tagg_A3-2493	1	Что	1			
 - ( - , - ), Darya_old_tagg_A3-2493	1	такое	2			
 - ( - , - ), Darya_old_tagg_A3-2493	1	друг	3			
 - ( - , - ), Darya_old_tagg_A3-2493	2	Я	1			
 - ( - , - ), Darya_old_tagg_A3-2493	2	думаю	2			
 - ( - , - ), Darya_old_tagg_A3-2493	2	что	3			
 - ( - , - ), Darya_old_tagg_A3-2493	2	хорошая	4			
 - ( - , - ), Darya_old_tagg_A3-2493	2	подрига	5			
 - ( - , - ), Darya_old_tagg_A3-2493	2	похожа	6			
 - ( - , - ), Darya_old_tagg_A3-2493	2	на	7			
 - ( - , - ), Darya_old_tagg_A3-2493	2	мою	8			
 - ( - , - ), Darya_old_tagg_A3-2493	2	семью	9			
 - ( - , - ), Darya_old_tagg_A3-2493	3	Моя	1			
 - ( - , - ), Darya_old_tagg_A3-2493	3	семья	2			
 - ( - , - ), Darya_old_tagg_A3-2493	3	очень	3			
 - ( - , - ), Darya_old_tagg_A3-2493	3	симпатичная	4			
 - ( - , - ), Darya_old_tagg_A3-2493	3	и	5			
 - ( - , - ), Darya_old_tagg_A3-2493	3	интересная	6			
 - ( - , - ), Darya_old_tagg_A3-2493	4	Моя	1			
 - ( - , - ), Darya_old_tagg_A3-2493	4	подруга	2			
 - ( - , - ), Darya_old_tagg_A3-2493	4	тоже	3			
 - ( - , - ), Darya_old_tagg_A3-2493	5	Я	1			
 - ( - , - ), Darya_old_tagg_A3-2493	5	хочу	2			
 - ( - , - ), Darya_old_tagg_A3-2493	5	рассказать	3			
 - ( - , - ), Darya_old_tagg_A3-2493	5	о	4			
 - ( - , - ), Darya_old_tagg_A3-2493	5	моей	5			
 - ( - , - ), Darya_old_tagg_A3-2493	5	подруге	6			
 - ( - , - ), Darya_old_tagg_A3-2493	5	и	7			
 - ( - , - ), Darya_old_tagg_A3-2493	5	семье	8			
 - ( - , - ), Darya_old_tagg_A3-2493	6	У	1			
 - ( - , - ), Darya_old_tagg_A3-2493	6	меня	2			
 - ( - , - ), Darya_old_tagg_A3-2493	6	есть	3			
 - ( - , - ), Darya_old_tagg_A3-2493	6	одна	4			
 - ( - , - ), Darya_old_tagg_A3-2493	6	подруга	5			
 - ( - , - ), Darya_old_tagg_A3-2493	6	Ами	6			
 - ( - , - ), Darya_old_tagg_A3-2493	7	Ами	1			
 - ( - , - ), Darya_old_tagg_A3-2493	7	очень	2			
 - ( - , - ), Darya_old_tagg_A3-2493	7	красивая	3			
 - ( - , - ), Darya_old_tagg_A3-2493	7	интересная	4			
 - ( - , - ), Darya_old_tagg_A3-2493	7	и	5			
 - ( - , - ), Darya_old_tagg_A3-2493	7	симпатичная	6			
 - ( - , - ), Darya_old_tagg_A3-2493	7	но	7			
 - ( - , - ), Darya_old_tagg_A3-2493	7	мне	8			
 - ( - , - ), Darya_old_tagg_A3-2493	7	кажится	9			
 - ( - , - ), Darya_old_tagg_A3-2493	7	что	10			
 - ( - , - ), Darya_old_tagg_A3-2493	7	Я	11			
 - ( - , - ), Darya_old_tagg_A3-2493	7	люблю	12			
 - ( - , - ), Darya_old_tagg_A3-2493	7	Ами	13			
 - ( - , - ), Darya_old_tagg_A3-2493	7	потому	14			
 - ( - , - ), Darya_old_tagg_A3-2493	7	что	15			
 - ( - , - ), Darya_old_tagg_A3-2493	7	она	16			
 - ( - , - ), Darya_old_tagg_A3-2493	7	очень	17			
 - ( - , - ), Darya_old_tagg_A3-2493	7	интересная	18			
 - ( - , - ), Darya_old_tagg_A3-2493	8	Каждый	1			
 - ( - , - ), Darya_old_tagg_A3-2493	8	день	2			
 - ( - , - ), Darya_old_tagg_A3-2493	8	мы	3			
 - ( - , - ), Darya_old_tagg_A3-2493	8	говорим	4			
 - ( - , - ), Darya_old_tagg_A3-2493	8	по	5			
 - ( - , - ), Darya_old_tagg_A3-2493	8	телефон	6			
 - ( - , - ), Darya_old_tagg_A3-2493	8	и	7			
 - ( - , - ), Darya_old_tagg_A3-2493	8	она	8			
 - ( - , - ), Darya_old_tagg_A3-2493	8	говорит	9			
 - ( - , - ), Darya_old_tagg_A3-2493	8	и	10			
 - ( - , - ), Darya_old_tagg_A3-2493	8	говорит	11			
 - ( - , - ), Darya_old_tagg_A3-2493	8	о	12			
 - ( - , - ), Darya_old_tagg_A3-2493	8	городе	13			
 - ( - , - ), Darya_old_tagg_A3-2493	8	её	14			
 - ( - , - ), Darya_old_tagg_A3-2493	8	дось	15			
 - ( - , - ), Darya_old_tagg_A3-2493	8	и	16			
 - ( - , - ), Darya_old_tagg_A3-2493	8	её	17			
 - ( - , - ), Darya_old_tagg_A3-2493	8	день	18			
 - ( - , - ), Darya_old_tagg_A3-2493	9	Я	1			
 - ( - , - ), Darya_old_tagg_A3-2493	9	учусь	2			
 - ( - , - ), Darya_old_tagg_A3-2493	9	в	3			
 - ( - , - ), Darya_old_tagg_A3-2493	9	университете	4			
 - ( - , - ), Darya_old_tagg_A3-2493	9	и	5			
 - ( - , - ), Darya_old_tagg_A3-2493	9	много	6			
 - ( - , - ), Darya_old_tagg_A3-2493	9	работаю	7			
 - ( - , - ), Darya_old_tagg_A3-2493	9	поэтому	8			
 - ( - , - ), Darya_old_tagg_A3-2493	9	мне	9			
 - ( - , - ), Darya_old_tagg_A3-2493	9	нравится	10			
 - ( - , - ), Darya_old_tagg_A3-2493	9	слушать	11			
 - ( - , - ), Darya_old_tagg_A3-2493	9	о	12			
 - ( - , - ), Darya_old_tagg_A3-2493	9	её	13			
 - ( - , - ), Darya_old_tagg_A3-2493	9	день	14			
 - ( - , - ), Darya_old_tagg_A3-2493	10	Вез	1			
 - ( - , - ), Darya_old_tagg_A3-2493	10	семья	2			
 - ( - , - ), Darya_old_tagg_A3-2493	10	Я	3			
 - ( - , - ), Darya_old_tagg_A3-2493	10	не	4			
 - ( - , - ), Darya_old_tagg_A3-2493	10	хочу	5			
 - ( - , - ), Darya_old_tagg_A3-2493	10	жить	6			
 - ( - , - ), Darya_old_tagg_A3-2493	11	Они	1			
 - ( - , - ), Darya_old_tagg_A3-2493	11	помогат	2			
 - ( - , - ), Darya_old_tagg_A3-2493	11	мне	3			
 - ( - , - ), Darya_old_tagg_A3-2493	11	каждый	4			
 - ( - , - ), Darya_old_tagg_A3-2493	11	день	5			
 - ( - , - ), Darya_old_tagg_A3-2493	12	Они	1			
 - ( - , - ), Darya_old_tagg_A3-2493	12	очень	2			
 - ( - , - ), Darya_old_tagg_A3-2493	12	симпатичная	3			
 - ( - , - ), Darya_old_tagg_A3-2493	13	Я	1			
 - ( - , - ), Darya_old_tagg_A3-2493	13	жила	2			
 - ( - , - ), Darya_old_tagg_A3-2493	13	в	3			
 - ( - , - ), Darya_old_tagg_A3-2493	13	Кореи	4			
 - ( - , - ), Darya_old_tagg_A3-2493	13	и	5			
 - ( - , - ), Darya_old_tagg_A3-2493	13	когда	6			
 - ( - , - ), Darya_old_tagg_A3-2493	13	Я	7			
 - ( - , - ), Darya_old_tagg_A3-2493	13	скучаю	8			
 - ( - , - ), Darya_old_tagg_A3-2493	13	по	9			
 - ( - , - ), Darya_old_tagg_A3-2493	13	них	10			
 - ( - , - ), Darya_old_tagg_A3-2493	13	они	11			
 - ( - , - ), Darya_old_tagg_A3-2493	13	говориле	12			
 - ( - , - ), Darya_old_tagg_A3-2493	13	по	13			
 - ( - , - ), Darya_old_tagg_A3-2493	13	Sкайру	14			
 - ( - , - ), Darya_old_tagg_A3-2493	14	И	1			
 - ( - , - ), Darya_old_tagg_A3-2493	14	подруга	2			
 - ( - , - ), Darya_old_tagg_A3-2493	14	и	3			
 - ( - , - ), Darya_old_tagg_A3-2493	14	семья	4			
 - ( - , - ), Darya_old_tagg_A3-2493	14	симпатичная	5			
 - ( - , - ), Darya_old_tagg_A3-2493	14	и	6			
 - ( - , - ), Darya_old_tagg_A3-2493	14	интересная	7			
 - ( - , - ), Darya_old_tagg_A3-2493	15	Что	1			
 - ( - , - ), Darya_old_tagg_A3-2493	15	такое	2			
 - ( - , - ), Darya_old_tagg_A3-2493	15	дриг	3			
 - ( - , - ), Darya_old_tagg_A3-2493	16	Дриг	1			
 - ( - , - ), Darya_old_tagg_A3-2493	16	такое	2			
 - ( - , - ), Darya_old_tagg_A3-2493	16	семья	3			
 - ( - , - ), Darya_new_tagg_A3-2493	1	Что	1			
 - ( - , - ), Darya_new_tagg_A3-2493	1	такое	2			
 - ( - , - ), Darya_new_tagg_A3-2493	1	друг	3			
 - ( - , - ), Darya_new_tagg_A3-2493	2	Я	1			
 - ( - , - ), Darya_new_tagg_A3-2493	2	думаю	2			
 - ( - , - ), Darya_new_tagg_A3-2493	2	что	3			
 - ( - , - ), Darya_new_tagg_A3-2493	2	хорошая	4			
 - ( - , - ), Darya_new_tagg_A3-2493	2	подрига	5			
 - ( - , - ), Darya_new_tagg_A3-2493	2	похожа	6			
 - ( - , - ), Darya_new_tagg_A3-2493	2	на	7			
 - ( - , - ), Darya_new_tagg_A3-2493	2	мою	8			
 - ( - , - ), Darya_new_tagg_A3-2493	2	семью	9			
 - ( - , - ), Darya_new_tagg_A3-2493	3	Моя	1			
 - ( - , - ), Darya_new_tagg_A3-2493	3	семья	2			
 - ( - , - ), Darya_new_tagg_A3-2493	3	очень	3			
 - ( - , - ), Darya_new_tagg_A3-2493	3	симпатичная	4			
 - ( - , - ), Darya_new_tagg_A3-2493	3	и	5			
 - ( - , - ), Darya_new_tagg_A3-2493	3	интересная	6			
 - ( - , - ), Darya_new_tagg_A3-2493	4	Моя	1			
 - ( - , - ), Darya_new_tagg_A3-2493	4	подруга	2			
 - ( - , - ), Darya_new_tagg_A3-2493	4	тоже	3			
 - ( - , - ), Darya_new_tagg_A3-2493	5	Я	1			
 - ( - , - ), Darya_new_tagg_A3-2493	5	хочу	2			
 - ( - , - ), Darya_new_tagg_A3-2493	5	рассказать	3			
 - ( - , - ), Darya_new_tagg_A3-2493	5	о	4			
 - ( - , - ), Darya_new_tagg_A3-2493	5	моей	5			
 - ( - , - ), Darya_new_tagg_A3-2493	5	подруге	6			
 - ( - , - ), Darya_new_tagg_A3-2493	5	и	7			
 - ( - , - ), Darya_new_tagg_A3-2493	5	семье	8			
 - ( - , - ), Darya_new_tagg_A3-2493	6	У	1			
 - ( - , - ), Darya_new_tagg_A3-2493	6	меня	2			
 - ( - , - ), Darya_new_tagg_A3-2493	6	есть	3			
 - ( - , - ), Darya_new_tagg_A3-2493	6	одна	4			
 - ( - , - ), Darya_new_tagg_A3-2493	6	подруга	5			
 - ( - , - ), Darya_new_tagg_A3-2493	6	Ами	6			
 - ( - , - ), Darya_new_tagg_A3-2493	7	Ами	1			
 - ( - , - ), Darya_new_tagg_A3-2493	7	очень	2			
 - ( - , - ), Darya_new_tagg_A3-2493	7	красивая	3			
 - ( - , - ), Darya_new_tagg_A3-2493	7	интересная	4			
 - ( - , - ), Darya_new_tagg_A3-2493	7	и	5			
 - ( - , - ), Darya_new_tagg_A3-2493	7	симпатичная	6			
 - ( - , - ), Darya_new_tagg_A3-2493	7	но	7			
 - ( - , - ), Darya_new_tagg_A3-2493	7	мне	8			
 - ( - , - ), Darya_new_tagg_A3-2493	7	кажится	9			
 - ( - , - ), Darya_new_tagg_A3-2493	7	что	10			
 - ( - , - ), Darya_new_tagg_A3-2493	7	Я	11			
 - ( - , - ), Darya_new_tagg_A3-2493	7	люблю	12			
 - ( - , - ), Darya_new_tagg_A3-2493	7	Ами	13			
 - ( - , - ), Darya_new_tagg_A3-2493	7	потому	14			
 - ( - , - ), Darya_new_tagg_A3-2493	7	что	15			
 - ( - , - ), Darya_new_tagg_A3-2493	7	она	16			
 - ( - , - ), Darya_new_tagg_A3-2493	7	очень	17			
 - ( - , - ), Darya_new_tagg_A3-2493	7	интересная	18			
 - ( - , - ), Darya_new_tagg_A3-2493	8	Каждый	1			
 - ( - , - ), Darya_new_tagg_A3-2493	8	день	2			
 - ( - , - ), Darya_new_tagg_A3-2493	8	мы	3			
 - ( - , - ), Darya_new_tagg_A3-2493	8	говорим	4			
 - ( - , - ), Darya_new_tagg_A3-2493	8	по	5			
 - ( - , - ), Darya_new_tagg_A3-2493	8	телефон	6			
 - ( - , - ), Darya_new_tagg_A3-2493	8	и	7			
 - ( - , - ), Darya_new_tagg_A3-2493	8	она	8			
 - ( - , - ), Darya_new_tagg_A3-2493	8	говорит	9			
 - ( - , - ), Darya_new_tagg_A3-2493	8	и	10			
 - ( - , - ), Darya_new_tagg_A3-2493	8	говорит	11			
 - ( - , - ), Darya_new_tagg_A3-2493	8	о	12			
 - ( - , - ), Darya_new_tagg_A3-2493	8	городе	13			
 - ( - , - ), Darya_new_tagg_A3-2493	8	её	14			
 - ( - , - ), Darya_new_tagg_A3-2493	8	дось	15			
 - ( - , - ), Darya_new_tagg_A3-2493	8	и	16			
 - ( - , - ), Darya_new_tagg_A3-2493	8	её	17			
 - ( - , - ), Darya_new_tagg_A3-2493	8	день	18			
 - ( - , - ), Darya_new_tagg_A3-2493	9	Я	1			
 - ( - , - ), Darya_new_tagg_A3-2493	9	учусь	2			
 - ( - , - ), Darya_new_tagg_A3-2493	9	в	3			
 - ( - , - ), Darya_new_tagg_A3-2493	9	университете	4			
 - ( - , - ), Darya_new_tagg_A3-2493	9	и	5			
 - ( - , - ), Darya_new_tagg_A3-2493	9	много	6			
 - ( - , - ), Darya_new_tagg_A3-2493	9	работаю	7			
 - ( - , - ), Darya_new_tagg_A3-2493	9	поэтому	8			
 - ( - , - ), Darya_new_tagg_A3-2493	9	мне	9			
 - ( - , - ), Darya_new_tagg_A3-2493	9	нравится	10			
 - ( - , - ), Darya_new_tagg_A3-2493	9	слушать	11			
 - ( - , - ), Darya_new_tagg_A3-2493	9	о	12			
 - ( - , - ), Darya_new_tagg_A3-2493	9	её	13			
 - ( - , - ), Darya_new_tagg_A3-2493	9	день	14			
 - ( - , - ), Darya_new_tagg_A3-2493	10	Вез	1			
 - ( - , - ), Darya_new_tagg_A3-2493	10	семья	2			
 - ( - , - ), Darya_new_tagg_A3-2493	10	Я	3			
 - ( - , - ), Darya_new_tagg_A3-2493	10	не	4			
 - ( - , - ), Darya_new_tagg_A3-2493	10	хочу	5			
 - ( - , - ), Darya_new_tagg_A3-2493	10	жить	6			
 - ( - , - ), Darya_new_tagg_A3-2493	11	Они	1			
 - ( - , - ), Darya_new_tagg_A3-2493	11	помогат	2			
 - ( - , - ), Darya_new_tagg_A3-2493	11	мне	3			
 - ( - , - ), Darya_new_tagg_A3-2493	11	каждый	4			
 - ( - , - ), Darya_new_tagg_A3-2493	11	день	5			
 - ( - , - ), Darya_new_tagg_A3-2493	12	Они	1			
 - ( - , - ), Darya_new_tagg_A3-2493	12	очень	2			
 - ( - , - ), Darya_new_tagg_A3-2493	12	симпатичная	3			
 - ( - , - ), Darya_new_tagg_A3-2493	13	Я	1			
 - ( - , - ), Darya_new_tagg_A3-2493	13	жила	2			
 - ( - , - ), Darya_new_tagg_A3-2493	13	в	3			
 - ( - , - ), Darya_new_tagg_A3-2493	13	Кореи	4			
 - ( - , - ), Darya_new_tagg_A3-2493	13	и	5			
 - ( - , - ), Darya_new_tagg_A3-2493	13	когда	6			
